id,nazev,autor,puvodni_url,soubor
134,Požár Sodomy a Gomory,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTc0MTQ1MmpwZzI=.jpg,0134_pozar-sodomy-a-gomory.jpg
135,Požár Tróje,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTc0MTQ3NGpwZzI=.jpg,0135_pozar-troje.jpg
136,Právní porada (svatební smlouva),Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTc0MTQ5OGpwZzI=.jpg,0136_pravni-porada-svatebni-smlouva.jpg
137,Sv. Pavel,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyOTEwNmpwZzI=.jpg,0137_sv-pavel.jpg
138,Dívka kupující drůbež (Prodavač drůbeže),Petr Brandl – okruh,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyNzc5NGpwZzI=.jpg,0138_divka-kupujici-drubez-prodavac-drubeze.jpg
139,Stařena kupující zajíce,Petr Brandl – okruh,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyODM5OGpwZzI=.jpg,0139_starena-kupujici-zajice.jpg
140,Sv. Pavel,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyOTEzMmpwZzI=.jpg,0140_sv-pavel.jpg
141,Sv. Petr,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyOTE2OGpwZzI=.jpg,0141_sv-petr.jpg
142,Kuřák,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyODE0OGpwZzI=.jpg,0142_kurak.jpg
143,Vlastní podobizna v paruce (zv. Strahovská),Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyOTU1NGpwZzI=.jpg,0143_vlastni-podobizna-v-paruce-zv-strahovska.jpg
144,Sv. Josef s Ježíškem s andělem,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyOTA3N2pwZzI=.jpg,0144_sv-josef-s-jeziskem-s-andelem.jpg
145,Umučení sv. Vavřince,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyOTMzN2pwZzI=.jpg,0145_umuceni-sv-vavrince.jpg
146,Nalezení těla sv. Jana Nepomuckého,Petr Brandl – kopie podle,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyODE2N2pwZzI=.jpg,0146_nalezeni-tela-sv-jana-nepomuckeho.jpg
148,Hlava starce v profilu,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ5MDI3NDAzMWpwZzI=.jpg,0148_hlava-starce-v-profilu.jpg
149,Tři putti (Tři dětské postavy),Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyNzY0M2pwZzI=.jpg,0149_tri-putti-tri-detske-postavy.jpg
150,Rodinná podobizna Ferdinanda Hroznaty hr. Kokořovského z Kokořova s dcerami a syny,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyODMxNmpwZzI=.jpg,0150_rodinna-podobizna-ferdinanda-hroznaty-hr-kokorovskeho-z-kokorova-s-dcerami-a-syny.jpg
151,Svatá Rodina,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyOTQxNGpwZzI=.jpg,0151_svata-rodina.jpg
152,Nanebevzetí Panny Marie,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyODE5NmpwZzI=.jpg,0152_nanebevzeti-panny-marie.jpg
153,Nanebevzetí Panny Marie (Assumpta),Petr Brandl – dílna,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyNzUyOGpwZzI=.jpg,0153_nanebevzeti-panny-marie-assumpta.jpg
154,Smrt sv. Františka Xaverského,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyODM4MGpwZzI=.jpg,0154_smrt-sv-frantiska-xaverskeho.jpg
155,Kristus na hoře Olivetské,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyODEyOGpwZzI=.jpg,0155_kristus-na-hore-olivetske.jpg
156,Klanění tří králů,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyNzg3OGpwZzI=.jpg,0156_klaneni-tri-kralu.jpg
157,Sv. Blažej uzdravuje nemocnou dívku,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyODk5NWpwZzI=.jpg,0157_sv-blazej-uzdravuje-nemocnou-divku.jpg
158,Sv. Josef s Ježíškem,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyOTA1NWpwZzI=.jpg,0158_sv-josef-s-jeziskem.jpg
159,Hlava apoštola,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyNzgxM2pwZzI=.jpg,0159_hlava-apostola.jpg
160,David s hlavou Goliášovou,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyNzcxN2pwZzI=.jpg,0160_david-s-hlavou-goliasovou.jpg
161,Zvěstování Panně Marii,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyOTY1OGpwZzI=.jpg,0161_zvestovani-panne-marii.jpg
162,Zvěstování Panně Marii: Archanděl Gabriel,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyOTU4MmpwZzI=.jpg,0162_zvestovani-panne-marii-archandel-gabriel.jpg
163,Zvěstování Panně Marii: Panna Marie,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyOTU5NWpwZzI=.jpg,0163_zvestovani-panne-marii-panna-marie.jpg
164,Sv. Jakub Větší,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyOTAyMGpwZzI=.jpg,0164_sv-jakub-vetsi.jpg
165,Sv. Petr,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ5MDI3NTU4OGpwZzI=.jpg,0165_sv-petr.jpg
166,Vlastní podobizna (zv. Vídeňská),Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTUwMTI1M2pwZzI=.jpg,0166_vlastni-podobizna-zv-videnska.jpg
167,Nanebevzetí Panny Marie,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyODIyMGpwZzI=.jpg,0167_nanebevzeti-panny-marie.jpg
168,Uzdravení slepého Tobiáše,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyOTQ0NWpwZzI=.jpg,0168_uzdraveni-slepeho-tobiase.jpg
169,Tři ženy a lovec,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ3OTgyOTM4M2pwZzI=.jpg,0169_tri-zeny-a-lovec.jpg
170,Umučení sv. Vavřince,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTUwMTExMWpwZzI=.jpg,0170_umuceni-sv-vavrince.jpg
174,Klečící světec (sv. Petr),Petr Brandl - připsáno,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTUwMjM4NWpwZzI=.jpg,0174_klecici-svetec-sv-petr.jpg
175,Studie k poprsí Panny Marie,Petr Brandl (?),http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ5MDI3NjQ4M2pwZzI=.jpg,0175_studie-k-poprsi-panny-marie.jpg
176,Sv. Josef s Ježíškem a Panna Marie,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTUwMTA1M2pwZzI=.jpg,0176_sv-josef-s-jeziskem-a-panna-marie.jpg
177,Studie dětských hlav a rukou podle sádrových odlitků,Petr Brandl ?,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4ODIwNzMzMWpwZzI=.jpg,0177_studie-detskych-hlav-a-rukou-podle-sadrovych-odlitku.jpg
178,Studie tří dětských a tří dívčích hlav,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4ODIwODM3NWpwZzI=.jpg,0178_studie-tri-detskych-a-tri-divcich-hlav.jpg
179,Studie sedící ženské postavy,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4ODIwODMxOGpwZzI=.jpg,0179_studie-sedici-zenske-postavy.jpg
180,Studie tří andílčích hlav,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4ODIwODM1NWpwZzI=.jpg,0180_studie-tri-andilcich-hlav.jpg
181,Náčrt k podobizně muže,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4ODIwODEyOGpwZzI=.jpg,0181_nacrt-k-podobizne-muze.jpg
182,Studie k podobizně muže,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4ODIwODIxNWpwZzI=.jpg,0182_studie-k-podobizne-muze.jpg
183,Studie (skica) rukou,Petr Brandl - asi,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4ODIwNzgxNWpwZzI=.jpg,0183_studie-skica-rukou.jpg
184,Studie rukou se šátkem,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4ODIwODI5NWpwZzI=.jpg,0184_studie-rukou-se-satkem.jpg
185,Sv. Petr Tomáš z řádu karmelitánů před sochou Madony,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4ODIwODQ2OWpwZzI=.jpg,0185_sv-petr-tomas-z-radu-karmelitanu-pred-sochou-madony.jpg
186,Klanění pastýřů,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4ODIwNzk5NWpwZzI=.jpg,0186_klaneni-pastyru.jpg
187,Anděl s kalichem,Petr Brandl - připsáno,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4ODIwNzY3NmpwZzI=.jpg,0187_andel-s-kalichem.jpg
188,Klečící světec,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4ODIwODA0OWpwZzI=.jpg,0188_klecici-svetec.jpg
189,Studie k podobizně muže v alonžové paruce,Petr Brandl ?,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4ODIwNzIyMWpwZzI=.jpg,0189_studie-k-podobizne-muze-v-alonzove-paruce.jpg
190,Sen proroka Eliáše,Petr Brandl – okruh,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4ODIwNzU5MGpwZzI=.jpg,0190_sen-proroka-eliase.jpg
191,Sen proroka Eliáše,Petr Brandl?,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4ODIwNzQwNGpwZzI=.jpg,0191_sen-proroka-eliase.jpg
192,Studie rukou,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4ODIwODI0OWpwZzI=.jpg,0192_studie-rukou.jpg
193,Ukřižování s Máří Magdalénou,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4ODIwNzg4N2pwZzI=.jpg,0193_ukrizovani-s-mari-magdalenou.jpg
194,Loučení sv. Petra a Pavla,Petr Brandl - okruh,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4ODIwNzc0OGpwZzI=.jpg,0194_louceni-sv-petra-a-pavla.jpg
195,Sv. Václav s korouhví,Petr Brandl?,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4ODIwODUyMGpwZzI=.jpg,0195_sv-vaclav-s-korouhvi.jpg
196,Sv. Barbora v oblacích,Petr Brandl?,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4ODIwODQwN2pwZzI=.jpg,0196_sv-barbora-v-oblacich.jpg
197,Sv. Roch,Petr Brandl?,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4ODIwODQ5NmpwZzI=.jpg,0197_sv-roch.jpg
198,Sv. Jan Nepomucký před staroboleslavským Palladiem,Petr Brandl - okruh,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4ODIwODQzMmpwZzI=.jpg,0198_sv-jan-nepomucky-pred-staroboleslavskym-palladiem.jpg
199,Portrét Petra Brandla podle kresby Jana Tomáše Kleinhardta,Jan Jiří Balzer (Paltzer),http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTUwMDM2NmpwZzI=.jpg,0199_portret-petra-brandla-podle-kresby-jana-tomase-kleinhardta.jpg
200,Klanění pastýřů,Jan Jiří Balzer (Paltzer) podle Petra Brandla,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTUwMDQwNmpwZzI=.jpg,0200_klaneni-pastyru.jpg
201,Podobizna Leopolda hraběte Šlika,"Antonín Birckhardt (Birckhart, Birckart aj.) podle Petra Brandla",http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTQ5OTkxMGpwZzI=.jpg,0201_podobizna-leopolda-hrabete-slika.jpg
202,Podobizna Františka Josefa Hraběte Černína z Chudenic,"Antonín Birckhardt (Birckhart, Birckart aj.) podle Petra Brandla",http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTQ5OTc4OGpwZzI=.jpg,0202_podobizna-frantiska-josefa-hrabete-cernina-z-chudenic.jpg
203,Podobizna papeže Benedikta XIII.,"Antonín Birckhardt (Birckhart, Birckart aj.) podle Petra Brandla",http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTQ5OTk0MGpwZzI=.jpg,0203_podobizna-papeze-benedikta-xiii.jpg
204,Podobizna Jana Josefa hraběte z Valdštejna (1684–1731),"Antonín Birckhardt (Birckhart, Birckart aj.) podle Petra Brandla",http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTQ5OTgyOWpwZzI=.jpg,0204_podobizna-jana-josefa-hrabete-z-valdstejna-16841731.jpg
205,Podobizna Jana Rudolfa Wolbrama Brandlinského,"Antonín Birckhardt (Birckhart, Birckart aj.) podle Petra Brandla",http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTQ5OTg2OGpwZzI=.jpg,0205_podobizna-jana-rudolfa-wolbrama-brandlinskeho.jpg
206,Podobizna chirurga Ferdinanda Schobera,"Antonín Birckhardt (Birckhart, Birckart aj.) podle Petra Brandla",http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTQ5OTY5MmpwZzI=.jpg,0206_podobizna-chirurga-ferdinanda-schobera.jpg
207,Podobizna Dominika à Jesu Maria,"Antonín Birckhardt (Birckhart, Birckart aj.) podle Petra Brandla",http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTQ5OTc1NmpwZzI=.jpg,0207_podobizna-dominika-a-jesu-maria.jpg
208,Apoteóza sv. Vavřince: Teze Innocence Caesara von Adlerstein z Libochovic,Gottlieb Heuss (Heiss) I podle Petra Brandla,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTUwMDIzNGpwZzI=.jpg,0208_apoteoza-sv-vavrince-teze-innocence-caesara-von-adlerstein-z-libochovic.jpg
209,Podobizna pražského arcibiskupa Ferdinanda hraběte z Khuenburgu,Johann Kenckel podle Petra Brandla,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTUwMDQ0MGpwZzI=.jpg,0209_podobizna-prazskeho-arcibiskupa-ferdinanda-hrabete-z-khuenburgu.jpg
210,Ukřižování s Pannou Marií Bolestnou a sv. Janem: Teze Václava Schucha z Klatov,Josef Sebestian Klauber podle Petra Brandla,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTUwMDQ4NGpwZzI=.jpg,0210_ukrizovani-s-pannou-marii-bolestnou-a-sv-janem-teze-vaclava-schucha-z-klatov.jpg
211,Nalezení těla sv. Jana Nepomuckého,Antonin Jan Mansfeld podle Petra Brandla,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTUwMDAxNWpwZzI=.jpg,0211_nalezeni-tela-sv-jana-nepomuckeho.jpg
212,Ukřižování s Pannou Marií Bolestnou a sv. Janem,Michael Jindřich Rentz (Renz) podle Antonína Hiebla podle Petra Brandla,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTUwMDgyM2pwZzI=.jpg,0212_ukrizovani-s-pannou-marii-bolestnou-a-sv-janem.jpg
213,Sv. Jan Nepomucký jako almužník,Michael Jindřich Rentz (Renz) podle antonína Hiebla podle Petra Brandla,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTUwMDc4MWpwZzI=.jpg,0213_sv-jan-nepomucky-jako-almuznik.jpg
214,Zázrak Panny Marie Rottenburské,Michael Jindřich Rentz (Renz)? podle antonína Hiebla podle Petra Brandla,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTUwMDg0OGpwZzI=.jpg,0214_zazrak-panny-marie-rottenburske.jpg
215,Panna Marie se zjevuje sv. Petru Tomášovi,Baltazar Van Westerhout podle Petra Brandla,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTUwMDExM2pwZzI=.jpg,0215_panna-marie-se-zjevuje-sv-petru-tomasovi.jpg
216,Vize sv. Anny,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ5MDI3NjUyMWpwZzI=.jpg,0216_vize-sv-anny.jpg
218,Umučení sv. Bartoloměje,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTUwMTA4N2pwZzI=.jpg,0218_umuceni-sv-bartolomeje.jpg
219,Kytice ve váze I (Zátiší s květinami ve váze se dvěma mrtvými hýly),Jan Vojtěch Angermayer a Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTUwMTg1M2pwZzI=.jpg,0219_kytice-ve-vaze-i-zatisi-s-kvetinami-ve-vaze-se-dvema-mrtvymi-hyly.jpg
220,Kytice ve váze II (Zátiší s květinami ve váze s mrtvým strakapoudem a pěnkavou),Jan Vojtěch Angermayer a Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTUwMTg3OGpwZzI=.jpg,0220_kytice-ve-vaze-ii-zatisi-s-kvetinami-ve-vaze-s-mrtvym-strakapoudem-a-penkavou.jpg
221,Obětování v chrámě,Brandlův žák nebo následovník,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTUwMDE1MWpwZzI=.jpg,0221_obetovani-v-chrame.jpg
222,Poslední večeře,Petr Brandl a Michael Václav Halbax,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTUwMTM1NmpwZzI=.jpg,0222_posledni-vecere.jpg
223,Sv. Jan Nepomucký adoruje Palladium země české,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ5MDI3Nzg3OGpwZzI=.jpg,0223_sv-jan-nepomucky-adoruje-palladium-zeme-ceske.jpg
224,Podobizna Františka Josefa hraběte Černína,Kopie podle Petra Brandla,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTUwMDY5N2pwZzI=.jpg,0224_podobizna-frantiska-josefa-hrabete-cernina.jpg
225,"Podobizna manželky Františka Josefa hraběte Černína, Marie Isabelly, markýzy z Westerloo",Kopie podle Petra Brandla,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTUwMDc0OGpwZzI=.jpg,0225_podobizna-manzelky-frantiska-josefa-hrabete-cernina-marie-isabelly-markyzy-z-westerloo.jpg
226,Nanebevzetí Panny Marie (Assumpta),Kopie podle Petra Brandla,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ4OTUwMDU0M2pwZzI=.jpg,0226_nanebevzeti-panny-marie-assumpta.jpg
231,Alegorie sochařství,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ5MDI3NjQ0NGpwZzI=.jpg,0231_alegorie-socharstvi.jpg
232,Jákob přijímá Josefovo zkrvavené roucho,Petr Brandl - replika,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ5MDI3NjM5NGpwZzI=.jpg,0232_jakob-prijima-josefovo-zkrvavene-roucho.jpg
236,Nanebevzetí Panny Marie (Assumpta),Petr Brandl – kopie podle,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ5MDk2NjM2N2pwZzI=.jpg,0236_nanebevzeti-panny-marie-assumpta.jpg
237,Sv. Marek,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ5MDk2NjExN2pwZzI=.jpg,0237_sv-marek.jpg
238,Sv. Antonín Paduánský s Ježíškem,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ5MjUyMTkzNWpwZzI=.jpg,0238_sv-antonin-paduansky-s-jeziskem.jpg
239,Kající se Máří Magdaléna,Kopie podle Petra Brandla,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTQ5NjEzODI4MmpwZzI=.jpg,0239_kajici-se-mari-magdalena.jpg
240,Křest Kristův,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTUxMDc0MDIxMGpwZzI=.jpg,0240_krest-kristuv.jpg
242,Vlastní podobizna,Kopie podle Petra Brandla,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTU5Nzc1Mjg4NWpwZzI=.jpg,0242_vlastni-podobizna.jpg
248,Assumpta,Petr Brandl,http://petrbrandl.eu/lib/mod/brandl/data/hires-temp/public/MTc1ODc4OTY3MmpwZzI=.jpg,0248_assumpta.jpg
