handy_id,Title,Author,ISBN
424,Dějiny českého výtvarného umění: Od počátků do konce středověku,,
425,Písně lásky a žalu,"Ovidius, ",
426,Srdce štít,"Wolker, Jiří",
427,Bambino di Praga - Barvotisky - Krásná Poldi,"Hrabal, Bohumil",
428,Čechy za oknem smutných duší,"Orten, Jiří",
429,Básně,"Wolker, Jiří",
430,Máj - Básně - Dramatické zlomky - Dopisy,"Mácha, Karel Hynek",
431,Prózy - Zápisníky - Deníky,"Mácha, Karel Hynek",
432,"Jablko z klína - Ruce Venušiny - Jaro, sbohem","Seifert, Jaroslav",8020202145
433,Čas plný písní,"Seifert, Jaroslav",
434,Podivuhodný kouzelník,"Nezval, Vítězslav",
435,Text-appeal,"Žáček, Jiří",
436,Blues [básně],"Hrabě, Václav",
437,Proměny světla,"Florian, Miroslav",
438,Šárka,"Vrchlický, Jaroslav",
439,Máj - Marinka,"Mácha, Karel Hynek",
440,Vojna s hloupostí a zlobou,"Havlíček Borovský, Karel",
441,Promenáda Diogenova,"Dyk, Viktor",
442,Pražské noviny - Národní noviny - Slovan,"Havlíček Borovský, Karel",
443,Obrazy z Rus - Epigramy a aforismy - Satiry - Kritiky a polemiky - Politické písně - Brixenské skladby - Smíšené básně - Korespondence,"Havlíček Borovský, Karel",
444,Malá kniha Tao te ťing,"Lao-c, ",9788072070053
445,Praha očima Jaroslava Seiferta a Ivana Svatoše,"Seifert, Jaroslav",
446,Černý med,"Florian, Miroslav",
447,Balady,"Wolker, Jiří",
448,Les bez stromů,"Holan, Vladimír",8072577352
449,Nový Démokritos,"John, Jaromír",
450,Domácí přítel,"Žáček, Jiří",
451,Manon Lescaut,"Nezval, Vítězslav",
452,Těžká hodina,"Wolker, Jiří",
453,Hovory s mým horším JÁ,"Žáček, Jiří",
454,Lešanské jesličky,"Hrubín, František",
455,Šel malíř chudě do světa,"Seifert, Jaroslav",
456,Beránek měsíc,"Morgenstern, Christian",
457,Pták vteřiny,"Paz, Octavio",
458,Víc než jen hlas,"Simon, Paul",
459,Havran,"Poe, Edgar Allan",
460,Eugen Oněgin,"Puškin, Alexander S.",
461,"Jen ty nám zůstáváš, ó lásko...","Hugo, Victor",
462,Selected Poems,"Keats, John",
463,Moudrost starých Římanů,,
464,Rund um den Galgenberg,"Morgenstern, Christian",3359003454
465,Velké teojhvězdí,"Apollinaire, Guillame",
466,A na ochozech smrt jsi viděl stát,"Rilke, Rainer Maria",
467,Bohové a hrdinové antických bájí,"Zamarovský, Vojtěch",
468,Slabikář návštěvníků památek,"Herout, Jaroslav",
469,Staletí kolem nás,"Herout, Jaroslav",
470,Encyklopedie heraldiky,"Buben, Milan",9788085983685
471,Feminismo para principiantes (edición actualizada),"Varela, Nuria",9788413140803
472,Guilty Feminist,"Frances-White, Deborah",9780349010137
473,Dcery Eviny,"Utrio, Kaari",8090164609
474,Prezentace a zen: Jednoduše a srozumitelně o designu prezentací a jejich předvádění,"Reynolds, Garr",9788074130472
475,"The Courage To Be Disliked: How to free yourself, change your life and achieve real happiness","Kishimi, Ichiro",9781760630720
476,The 7 Habits Of Highly Effective People,"Covey, Stephen R.",9781416502494
477,Talking Pictures: How to Watch Movies,"Hornaday, Ann",9781541672970
478,Európa v kocke,"Németh, Marco",9788097411602
479,Writing Better Lyrics,"Pattison, Pat",9781582975771
480,A Workbook for Arguments: A Complete Course in Critical Thinking,"Morrow, David R.",9781603845496
481,Hug Your Haters: How to Embrace Complaints and Keep Your Customers,"Baer, Jay",9781101980675
482,"Humor, Seriously: Why Humor Is a Secret Weapon in Business and Life (And how anyone can harness it. Even you.)","Aaker, Jennifer",9780593238424
483,"Give People Money: How a Universal Basic Income Would End Poverty, Revolutionize Work, and Remake the World","Lowrey, Annie",9781524758776
484,Getting Things Done: The Art of Stress-Free Productivity,"Allen, David",9780142000281
485,Přestaňte být hodní: Buďte sami sebou,"d'Ansembourg, Thomas",9788087067734
486,"Síla a moc pozitivního nesouhlasu : Jak říci Ne, a přesto se dohodnout","Ury, William",9788072611638
487,Jak dosáhnout souhlasu: Zásady úspěšného vyjednávání,"Ury, William",9788072612260
488,"Jak překonat nesouhlas: Zásady vyjednávání s lidmi, s nimiž nelze vyjednávat","Ury, William",9788072611928
489,The All New Don't Think of an Elephant!: Know Your Values and Frame the Debate,"Lakoff, George",9781603585941
490,Respektovat a být respektován,"Kopřiva, Pavel",8090187374
491,Fakta a poznámky k mému budoucímu nekrologu I. - Vzpomínky pražského lékaře na léta 1770-1799,"Květ, Jindřich",9788020026538
492,Velké dějiny zemí Koruny české VI. (1437-1526),"Čornej, Petr",9788071858737
493,Dějiny psané Římem,"Zamarovský, Vojtěch",
494,Ženy české renesance,"Janáček, Josef",
495,Řecký zázrak,"Zamarovský, Vojtěch",
496,Dcery Marie Terezie,"Weissensteiner, Friedrich",8085944294
497,Sestupme ke kořenům,"Procházka, Jaroslav",9788088245124
498,Úpadek a pád prakticky kdekoho,"Cuppy, Will",9788085636659
499,Atlas světových dějin,"Parker, Geoffrey",9788071769286
500,Předehry k velkému zápasu aneb Cestami 16. a 17. století,"Ostrovská, Sylvia",9788090204577
501,Ženy v dějinách lidstva,"Polišenský, Josef",9788090204553
502,Pronásledování křesťanů v antice,"Kinzig, Wolfram",9788074655128
503,Dějiny židovského národa,"Johnson, Paul",8085336316
504,Švabinského český Slavín,"Páleníček, Ludvík",
505,Rozumět dějinám - Vývoj česko-německých vztahů na našem území v letech 1848 - 1948,"Beneš, Zdeněk",8086010554
506,30letá válka,"Vyhlídal, Zdeněk",9788086500355
507,The Nude,"Clark, Kenneth",0691017883
508,Příběh umění,"Gombrich, Ernst Hans",8020704167
509,The Story of Art Without Men,"Hessel, Katy",9781529151145
510,The Metropolitan Museum of Art Guide,,0870993488
511,"Instant arte. Il libro che rende facile capire l'arte, la sua storia e i suoi capolavori","Carli, Mauro de",9788858021910
512,Stavební slohy ve Francii,"Peschke, Marc",9788072363605
513,Stavební slohy v Německu,"Peschke, Marc",9788072363599
514,Stavební slohy v Itálii,"Greulich, Andreas",9788072363612
515,Památky UNESCO do kapsy,"Dvořáček, Petr",9788073092443
516,100 hradů a zámků do kapsy,"Dvořáček, Petr",9788073090722
517,Moderní architektura,"Dvořáček, Petr",9788073092887
518,Secese,"Dvořáček, Petr",9788073092870
519,Klasicismus,"Dvořáček, Petr",9788073092825
520,Baroko,"Dvořáček, Petr",9788073092757
521,Renesance,"Dvořáček, Petr",9788073092740
522,Gotický sloh,"Dvořáček, Petr",9788073092733
523,Románský sloh,"Dvořáček, Petr",9788073092603
524,Die Stadt in der europäischen Geschichte.,"Benevolo, Leonardo",9783406440212
525,The Image of the City,"Lynch, Kevin",9780262620017
526,Světové metropole včera a dnes,"Antoniou, Jim",9788086144320
527,Renzo Piano,"Jodidio, Philip",9783836530682
528,Metropolis,"Wilson, Ben",9781787330443
529,Skrytý život budov,"Hollis, Edward",9788073915780
530,Svět gotické katedrály,"Ullmann, Ernst",
531,Architektura Albrechta z Valdštejna,"Uličný, Petr",9788074225642
532,Architektura Albrechta z Valdštejna,"Uličný, Petr",9788074225642
533,Was ist Gotik?,"Binding, Günther",
534,Encyklopedie světové architektury 1,"Dudák, Vladislav",8086223078
535,Encyklopedie světové architektury 2,"Dudák, Vladislav",8086223078
536,"Genius loci. Krajina, místo, architektura","Norberg-Schulz, Christian",9788073633035
537,Die Geschichte der Stadt,"Benevolo, Leonardo",3861502119
538,Dějiny architektury,"Casson, Hugh",8020701850
539,Architektura - svědectví dob,"Syrový, Bohuslav",
540,Evropská architektura,"Koch, Wilfried",9788072023882
541,Mezi barokem a klasicismem,"Biegel, Richard",9788024621937
542,Frühchristliche Kunst und Kultur,"Effenberger, Arne",3406312152
543,Die Geburt Europas,"Backes, Magnus",3873550652
544,Spätantike und frühes Christentum,"Gerke, Friedrich",3873551985
545,Die Kunst des frühen Mittelalters,"Beckwith, John",
546,Gotická architektura v Čechách a na Moravě,"Líbal, Dobroslav",
547,Die Kunst Italiens I/II,"Chastel, André",3878763042
548,Tizian,"Krsek, Ivo",
549,Baroko,"Toman, Rolf",9788072097715
550,Barock und Rokoko,"Toman, Rolf",9783936761016
551,Stavitelé paláců a chrámů - Kryštof a Kilián Ignác Dientzenhoferové,"Vilímková, Milada",
552,Caravaggio in Rome,"Vodret, Rossella",9788836637119
553,Antonio Bonazza e la scultura veneta del Settecento,"Cavalli, Carlo",9788898877416
554,Rubens,"Held, Julius S.",
556,Tvář Baroka,"Kalista, Zdeněk",9788074293412
557,Il barocco,"Montanari, Tomaso",9788806203412
558,Rokoko a konec baroku v Čechách,"Blažíček, Oldřich J.",
559,Edouard Manet,"Prahl, Roman",8020702350
560,Klassizismus und Romantik,"Toman, Rolf",9783833145537
561,Praha moderní -  Velký průvodce po architektuře let 1900–1950 / Historické centrum,"Lukeš, Zdeněk",9788074322044
562,Praha moderní II - Velký průvodce po architektuře let 1900–1950 / Levý břeh Vltavy,"Lukeš, Zdeněk",9788074323508
563,Praha moderní 4. díl Velký průvodce po architektuře 1950–2000,"Lukeš, Zdeněk",9788074326530
564,Tisíciletá Praha očima cizinců,"Polišenský, Josef",9788020007834
565,Pražská architektura - Významné stavby jedenácti století,"Staňková, Jaroslava",8090020968
566,Praha středověká,"Poche, Emanuel",
567,Praha na úsvitu nových dějin,"Poche, Emanuel",
568,Praha národního probuzení,"Poche, Emanuel",
569,Praha našeho věku,"Poche, Emanuel",
570,"Ve znamení břevna a růží : historický, kulturní a umělecký odkaz benediktinského opatství v Břevnově","Vilímková, Milada",8070210133
571,Italští umělci v Praze,"Preiss, Pavel",
572,Praha gotická a barokní,"Staňková, Jaroslava",9788020008664
573,Pražské pověsti,"Cibula, Václav",
574,Klementinum průvodce,"Oulíková, Petra",8070504919
575,Staropražské pověsti a legendy,"Košnář, Julius",8020703934
576,Magická Praha,"Ripellino, Angelo Maria",8020703837
577,Dějiny částí Prahy jako dějiny farních obvodů,"Pelzbauerová, Věra",9788072076765
578,Příběhy pražských svatyní,"Bedrníček, Pavel",9788075115201
579,Pražské příběhy: Na cestě Malou Stranou,"Hrubý, Dan",9788090572034
580,Po Karlově mostě,"Dvořák, František",9788071066538
581,Metropolitní chrám sv. Víta - k šestistému výročí položení základu novostavby dómu,"Wirth, Zdeněk",
582,Za památkami staré Prahy,"Chyský, Čeněk",
583,Grafické pohledy Prahy 1493 - 1850,"Novotný, Antonín",
584,Grafické pohledy Prahy 1493 - 1850,"Novotný, Antonín",
585,Pražské portály,"Poche, Emanuel",
586,Mluva pražské architektury,"Stefan, Oldřich",
587,Hradčany a Malá Strana,"Poche, Emanuel",
588,Praha - kamenný sen,"Poche, Emanuel",
589,Leben im Mittelalter,"Goetz, Hans-Werner",3406315569
590,"Der Kirchenatlas - Räume entdecken, Stile erkennen, Symbole und Bilder verstehen","Goecke-Seischab, Margarete Luise",9783730609613
591,Römische Kunst und Architektur,"Wheeler, Mortimer",
592,Kulturgeschichte der Neuzeit II.,"Friedell, Egon",9783423300629
593,Kulturgeschichte der Neuzeit I.,"Friedell, Egon",9783423300612
594,Naše národní minulost v dokumentech 1,"Husa, Václav",
595,Women & Power: A Manifesto,"Beard, Mary",9781788160605
596,Einladung ins Mittelalter,"Fuhrmann, Horst",340632052X
597,Überall ist Mittelalter: Von der Gegenwart einer vergangenen Zeit,"Fuhrmann, Horst",3406405185
598,Vademecum pomocných věd historických,"Hlaváček, Ivan",9788073190040
599,Le château fort de Křivoklát,"Durdík, Tomáš",8085627728
600,Čechy Umělecké památky,"Poche, Emanuel",
601,Tisíc let stavitelského umění v českých zemích,"Chyský, Čeněk",
602,Dominikánský kostel sv. Vavřince v Jablonném,"Blažíček, Oldřich J.",
603,Was ist Romantik?,"Hartmann-Virnich, Andreas",
604,Architektonische Formenlehre,"Binding, Günther",
605,Was ist Klassizismus?,"Greenhalgh, Michael",3760880797
606,Was ist Barock?,"Hoppe, Stephan",
607,Dvanáct století naší architektury,"Pojsl, Miloslav",8071821632
608,Mariánské a morové sloupy Čech a Moravy,"Slouka, Jiří",9788024729961
609,Paris,"Chastel, André",3765801593
610,Malé dějiny Amsterodamu,"Mak, Geert",9788085933314
611,Rome: Eternal City,"Addis, Ferdinand",9781781853047
612,Quattro Stagioni: Ein Jahr in Rom,"Ulrich, Stefan",9783548284026
613,Čtyři roční období: Rok v Římě,"Ulrich, Stefan",9788026702443
614,Rom - Kunst und Architektur,"Hintzen-Bohlen, Brigitte",9783829031066
615,"Umělecký Řím: Průvodce městem antickým, papežským a současným po stopách umělců a jejich děl","Fiala, Václav",9788074223648
616,Sistine Chapel,"Gallico, Sonia",9788865246658
617,Unforgettable Rome,"Uzzani, Giovanna",9788881172429
618,Il pantheon dei Vescovi di Padova,"Magani, Fabrizio",
619,Florencie - umění a architektura,,9788073911096
620,Praha 1437-1610. Kapitoly o pozdně gotické a renesanční architektuře,"Kalina, Pavel",9788072774807
621,Praha 1610-1700: Kapitoly o architektuře raného baroka (Czech Edition),"Vlček, Pavel",9788085983609
622,Praha 1891-1918: Kapitoly o architektuře velkoměsta,"Svoboda, Jan E.",9788085983203
623,Anežský klášter v Praze,"Soukupová, Helena",8020700463
624,Praha v obrazech Vincence Morstadta,"Hlavsa, Václav",
625,Praha 1848 - 1914,"Scheufler, Pavel",
626,Praha očima staletí,"Hlavsa, Václav",
627,Praha - Podrobný obrazový průvodce,"Rygl, Tomáš",9788075400017
628,Staré Město pražské - architektonický a urbanistický vývoj,"Líbal, Dobroslav",9788071061670
629,Architektonické proměny Prahy v jedenácti stoletích,"Líbal, Dobroslav",9788086320113
630,Praha 19. a 20. století - technické proměny,"Kohout, Jiří",
631,Nové Město pražské 1348-1784,"Fiala, Michal",8085394197
632,Nové Město pražské,"Lorenz, Vilém",
633,"Hradčany, Pražský hrad","Vančura, Jiří",
634,Malá Strana,"Hlavsa, Václav",
635,Čtení o Národním divadle,"Konečná, Hana",
636,Katedrála sv. Víta v Praze,"Merhautová, Anežka",9788020001894
637,Procházky Prahou - fotografický průvodce městem,"Plicka, Karel",
638,Procházky Prahou - fotografický průvodce městem,"Plicka, Karel",
639,Prahou krok za krokem,"Poche, Emanuel",
640,Prahou krok za krokem,"Poche, Emanuel",
641,The Impressionists and their Art,"Ash, Russel",
642,Monet,"Taillandier, Yvon",8071530344
643,Petr Brandl: Život a dílo v archivních pramenech a starší odborné literatuře,"Prokop, Jaroslav",9788070356227
644,Umělecké památky Prahy - Velká Praha A/L,"Vlček, Pavel",9788020021076
645,"Umělecké památky Prahy: Staré Město, Josefov","Vlček, Pavel",9788020005632
646,Umělecké památky Prahy: Malá Strana,"Vlček, Pavel",9788020007711
647,Český barok,"Neumann, Jaromír",
648,Město v bouři,"Biegel, Richard",9788024652894
649,Umělecké památky Čech A/J,"Poche, Emanuel",
650,Umělecké památky Čech K/O,"Poche, Emanuel",
651,Umělecké památky Čech P/Š,"Poche, Emanuel",
652,Umělecké památky Čech T/Ž,"Poche, Emanuel",
653,"Kreta, Thera und das mykenische Hellas","Marinatos, Spyridon",3777428302
654,České gotické umění,"Kutal, Albert",
655,Umění baroku v Čechách,"Blažíček, Oldřich J.",
656,Malířství XVII. století v Čechách,"Neumann, Jaromír",
657,Ferdinand Brokof,"Blažíček, Oldřich J.",
658,Braunové,"Kořán, Ivo",9788085770841
659,Dientzenhoferové,"Horyna, Mojmir",9788085770681
660,Baroko v Čechách a na Moravě,"Burian, Jan",
661,Poklady minulosti - Umělecké a historické památky Československa,"Neubert, Karel",
662,Místa české historie - Toulky po stopách historických událostí,"Dvořáček, Petr",9788073461249
663,Was ist Renaissance?,"Günther, Hubertus",
664,Giotto,"Chastel, André",8020701699
665,Die Kunst der italienischen Renaissance,"Toman, Rolf",9783895080548
666,Chronik der italienischen Renaissancemalerei 1280 - 1580,"Chastel, André",3881551107
667,Wien: Kunst Und Architektur,"Toman, Rolf",9783829000062
668,Paměť měst - Městské památkové rezervace v českých zemích,,
669,Starobylá města v Československu,"Líbal, Dobroslav",
670,"Mariánské, trojiční a další světecké sloupy a pilíře ve Středočeském kraji 1","Nejedlý, Viktor",9788074801198
671,"Mariánské, trojiční a další světecké sloupy a pilíře ve Středočeském kraji 2","Nejedlý, Viktor",9788074801198
672,Die Kunst der Romanik,"Toman, Rolf",9783895082139
673,"Die Kunst der Gotik: Architektur, Skulptur, Malerei","Toman, Rolf",9783895083136
674,Das hohe Mittelalter - Besichtigung einer fernen Zei,"Toman, Rolf",3822800554
675,Imperial Rome and Christian Triumph: The Art of the Roman Empire AD 100-450,"Elsner, Jaś",9780192842015
676,Roman Art and Architecture,"Wheeler, Mortimer",9780500200216
677,Architekturführer Rom,"Grundemann, Stefan",9783869050423
678,Babel,"Kuang, R.F.",9780008501853
679,Butter,"Yuzuki, Asako",9780008511715
680,Počátky a rozmach gotické architektury v Čechách,"Kuthan, Jiří",
681,Tovaryšstvo Ježíšovo,"Šotola, Jiří",8020201297
682,Caravaggio 2025,"Terzaghi, Maria Cristina",9791254632819
683,Sochařství baroku v Čechách,"Blažíček, Oldřich J.",
684,The Basilica of Saint Praxedes,"Gallio, Paola",
685,"Siena: The Rise of Painting, 1300–1350","Cannon, Joanna",9781857097160
686,Karel Škréta 1610 - 1674,"Neumann, Jaromír",
687,"Česká architektura v době posledních Přemyslovců: Města, hrady, kláštery, kostely","Kuthan, Jiří",8085618141
688,Románské umění v Čechách a na Moravě,"Merhautová, Anežka",
689,Národní galerie v Praze I,"Kotalík, Jiří",
690,Peter Brandl (1668-1735). Studies,"Steckerová, Andrea",9788070356883
691,Die Macht der Schönheit: Kulturgeschichte Italiens,"Reinhardt, Volker",9783406741050
692,Pontifex,"Reinhardt, Volker",9783406703812
693,Petr Brandl,"Neumann, Jaromír",9788070356319
694,Petr Brandl,"Neumann, Jaromír",9788070356319
695,Václav Vavřinec Reiner,"Preiss, Pavel",9788070355244
696,Václav Vavřinec Reiner,"Preiss, Pavel",9788070355244
697,The Hidden Language of Symbols,"Wilson, Matthew",9780500025291
698,Saints in Art,"Giorgi, Rosa",9780892367177
699,The Names,"Knapp, Florence",9780593833902
700,Das Kreuz mit der Kirche: Eine Sexualgeschichte des Christentums,"Deschner, Karlheinz",9783981148398
701,Die Kathedralenbauer,"Gimpel, Jean",9783930720187
702,Petr Brandl 1668-1735,"Neumann, Jaromír",
703,"Umění 19. století 
od klasicismu k romantismu","Leubnerová, Šárka",9788070355985
704,Ad fontes Cursus latinus,"Kuťátková, Eva",9788024625522
705,"Die Mosaiken von Rom
vom dritten bis tím vierzehnten Jahrhundert","Oakeshott, Walter",
706,"Václav Vavřinec Reiner
Obrazy a fresky
Zámek Duchcov
Valdštejnská rodová galerie","Pokorný, Pavel R.",8085386275
707,Gothic Art,"Martindale, Andrew",9780500200582
708,The Book of All Books,"Calasso, Roberto",9780241446720
709,Děda,"Novák, Jan",9788090345560
710,Wodurch Bilder wirken. Psychologie der Kunst,"Schuster, Martin",9783832163457
711,Bildbefragungen: Meisterwerke im Detail,"Hagen, Rose-Marie",9783836559232
712,Až do předsíně nebes: Čtrnáct studií o baroku našem i cizím,"Černý, Václav",8020405887
713,"Witches, Bitches, It-Girls: Wie patriarchale Mythen uns bis heute prägen","Endler, Rebekka",9783498007409
714,Michelangelo and The Pope's Ceiling,"King, Ross",9781844139323
715,Judith Butler Who's Afraid of Gender? /anglais,"Butler, Judith",9781802061062
716,"Art of the Northern Renaissance: Courts, Commerce and Devotion (Renaissance Art)","Porras, Stephanie",9781786271655
717,Artemisia Gentileschi: The Language of Painting,"Locker, Jesse M.",9780300259056
718,Portály z okruhu Benedikta Rieda II,"Ramešová, Michaela",9788087082423
719,How to Visit an Art Museum: Tips for a Truly Rewarding Visit,"Idema, Johan",9789063693558
720,Smrtí smrt překonat,"Černocká, Jana",9788028004026
721,Portály z okruhu Benedikta Rieda I,"Ramešová, Michaela",9788087082386
722,Architektur des Spätbarock und Rokoko (Weltgeschichte der Architektur) (German Edition),"Norberg-Schulz, Christian",
723,Praha Mozartova,"Svatošová, Hana",808685213X
724,Architectural Principles in the Age of Humanism,"Wittkover, Rudolf",
725,The Mirror and the Light,"Mantel, Hilary",9780007580835
726,"Art and Architecture in Italy 1600-1750, Vol. 1: Early Baroque","Wittkower, Rudolf",9780300079395
727,"Art and Architecture in Italy, 1600-1750: Volume 2: The High Baroque, 1625-1675","Wittkower, Rudolf",9780300079999
728,Svatý Vojtěch: Tisíc let svatovojtěšské tradice v Čechách,"Bartlová, Milena",8070351349
729,Paměť kamenů - obrazová rukověť udržitelné péče o torzální památky,"Girsa, Václav",9788001068557
730,Soustavný přehled obecných dějin literatury naší vzdělanosti (2) Podzim středověku a renesance,"Černý, Václav",
731,Soustavný přehled obecných dějin literatury naší vzdělanosti (1) Středověk,"Černý, Václav",
732,Wolf Hall,"Mantel, Hilary",9780007230204
733,Bring Up the Bodies,"Mantel, Hilary",9780007315109
734,Deutsche Kirchenbaukunst der Gotik: Entwicklung und Bauformen,"Nussbaum, Norbert",3770114159
735,"Umělci, objednavatelé a styl","Kroupa, Jiří",9788073640361
736,Čechy a střední Evropa 1200 - 1550,"Fajt, Jiří",9788070355695
737,Slovní sebeobrana pro ženy,"Lüdeman, Carolin",9788024734422
738,Vyšehrad,"Nechvátal, Bořivoj",
739,Meisterwerke der christlichen Kunst. Lesejahr B: zu den Schriftlesungen der Sonntage und Hochfeste,"Vogl, Wolfgang",9783791729121
740,"Encyklopedie architektů, stavitelů, zedníků a kameníků v Čechách","Vlček, Pavel",9788020009692
741,"Nelson Against Napoleon: From the Nile to Copenhagen, 1798-1801 (Chatham Pictorial Histories)","Gardiner, Robert",9781861760265
742,"All the Beauty in the World A Museum Guards Adventures in Life, Loss and Art","Bringley, Patrick",9781529924596
743,Allegorie und der Wandel der Symbole in Antike und Renaissance.,"Wittkower, Rudolf",
744,"Die vergessene Bildersprache christlicher Kunst: Ein Führer zum Verständnis der Tier-, Engel- und Mariensymbolik","Schmidt, Margarethe",9783406718298
